Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend,Lower Band,Middle Band,Upper Band
2018-05-31,GMRINFRA,EQ,18.25,18.25,18.4,17.5,17.85,18.15,18.05,67818479,1223955503.55,20740,20993940,30.96,-0.5479452054794609,Slight negative,16.74459969014783,17.82142857142855,18.898257452709274
2018-06-01,GMRINFRA,EQ,18.15,17.9,17.9,14.55,16.65,16.75,16.11,154933751,2495554107.05,64665,26784043,17.29,-7.713498622589522,Bull run,16.521319746009745,17.724999999999984,18.928680253990223
2018-06-04,GMRINFRA,EQ,16.75,16.5,17.3,16.1,16.5,16.35,16.61,41194550,684074902.5,18546,9192485,22.31,-2.3880597014925287,Negative,16.21130615336847,17.614285714285696,19.017265275202924
2018-06-05,GMRINFRA,EQ,16.35,16.35,16.45,15.05,15.95,15.9,15.94,53840135,858074649.85,21159,16665311,30.95,-2.7522935779816566,Negative,15.825666981351848,17.446428571428555,19.067190161505263
2018-06-06,GMRINFRA,EQ,15.9,16.0,16.5,15.7,16.2,16.25,16.1,28252887,454806490.2,13502,4379769,15.5,2.2012578616352085,Positive,15.66877102928709,17.28571428571427,18.90265754214145
2018-06-07,GMRINFRA,EQ,16.25,16.5,17.25,16.45,16.8,16.85,16.82,45500467,765247885.95,20288,6978935,15.34,3.692307692307706,Among top gainers,15.617163864267532,17.249999999999986,18.88283613573244
2018-06-08,GMRINFRA,EQ,16.85,16.75,16.75,16.1,16.3,16.35,16.39,24778418,406118560.25,14217,5832648,23.54,-2.9673590504451064,Negative,15.504492815949863,17.203571428571415,18.902650041192967
2018-06-11,GMRINFRA,EQ,16.35,16.4,16.55,16.1,16.2,16.25,16.29,21309277,347086011.45,9990,4647657,21.81,-0.6116207951070374,Slight negative,15.354841380423371,17.124999999999986,18.8951586195766
2018-06-12,GMRINFRA,EQ,16.25,16.5,16.75,16.3,16.55,16.55,16.52,24086708,398009975.95,17526,3611242,14.99,1.846153846153853,Positive,15.301365133203436,17.096428571428557,18.89149200965368
2018-06-13,GMRINFRA,EQ,16.55,16.6,16.65,16.1,16.3,16.25,16.32,22024014,359495163.55,9919,5230939,23.75,-1.8126888217522732,Negative,15.179366075031608,17.028571428571414,18.877776782111223
2018-06-14,GMRINFRA,EQ,16.25,16.25,16.35,16.05,16.15,16.1,16.16,11577091,187085140.9,6355,2108262,18.21,-0.9230769230769154,Slight negative,15.061522368915004,16.899999999999984,18.738477631084965
2018-06-15,GMRINFRA,EQ,16.1,16.15,16.2,15.65,15.8,15.9,15.92,17632149,280623175.35,10931,3782056,21.45,-1.2422360248447228,Negative,15.030860034509153,16.721428571428557,18.41199710834796
2018-06-18,GMRINFRA,EQ,15.9,15.85,16.25,15.6,15.85,15.9,15.89,22287012,354075780.15,11576,5317514,23.86,0.0,Slight or No change,15.04826801253076,16.557142857142843,18.066017701754923
2018-06-19,GMRINFRA,EQ,15.9,15.7,15.85,15.4,15.6,15.55,15.58,30141737,469691843.35,12462,9949240,33.01,-2.20125786163522,Negative,15.12057626798684,16.364285714285703,17.607995160584565
2018-06-20,GMRINFRA,EQ,15.55,15.6,16.05,15.55,15.7,15.75,15.76,18575115,292705128.0,9178,5131119,27.62,1.2861736334405016,Positive,15.447763299663754,16.19285714285713,16.937950986050502
2018-06-21,GMRINFRA,EQ,15.75,15.9,16.1,15.65,15.95,15.95,15.85,16716693,264907178.9,7827,3658139,21.88,1.269841269841265,Positive,15.454732447677381,16.135714285714272,16.81669612375116
2018-06-22,GMRINFRA,EQ,15.95,16.0,16.25,15.85,15.95,16.0,16.05,16050020,257562638.15,9592,3869622,24.11,0.3134796238244641,Slight or No change,15.437971825643366,16.110714285714273,16.78345674578518
2018-06-25,GMRINFRA,EQ,16.0,15.95,16.25,15.7,15.95,15.95,15.97,22910606,365914884.95,8251,5487448,23.95,-0.31250000000000444,Slight or No change,15.445844851671044,16.1142857142857,16.782726576900355
2018-06-26,GMRINFRA,EQ,15.95,15.95,16.7,15.85,15.85,16.25,16.38,57191867,936597191.95,22389,10930000,19.11,1.8808777429467185,Positive,15.445844851671044,16.1142857142857,16.782726576900355
2018-06-27,GMRINFRA,EQ,16.25,16.0,16.1,15.4,15.5,15.6,15.77,37633607,593537419.55,14717,8820668,23.44,-4.000000000000004,Among top losers,15.452891887570583,16.024999999999984,16.597108112429385
2018-06-28,GMRINFRA,EQ,15.6,15.5,15.8,15.05,15.2,15.25,15.36,91941053,1411825627.15,22783,38465005,41.84,-2.2435897435897467,Negative,15.273359497691084,15.946428571428557,16.619497645166028
2018-06-29,GMRINFRA,EQ,15.25,15.5,15.7,15.15,15.4,15.3,15.34,28240543,433069619.0,12593,7931625,28.09,0.3278688524590123,Slight or No change,15.148224529210271,15.878571428571416,16.60891832793256
2018-07-02,GMRINFRA,EQ,15.3,15.4,16.0,15.15,15.7,15.8,15.6,36693089,572278514.45,21476,9149062,24.93,3.2679738562091614,Among top gainers,15.205136491451038,15.824999999999987,16.444863508548938
2018-07-03,GMRINFRA,EQ,15.8,15.75,16.1,15.5,15.95,16.0,15.83,32351704,512038473.85,16912,7365482,22.77,1.2658227848101111,Positive,15.22688145337456,15.807142857142845,16.38740426091113
2018-07-04,GMRINFRA,EQ,16.0,16.0,16.6,15.95,16.5,16.5,16.26,28704974,466839833.25,17708,6779556,23.62,3.125,Among top gainers,15.161544059061287,15.835714285714273,16.509884512367258
2018-07-05,GMRINFRA,EQ,16.5,16.5,16.6,15.95,16.1,16.05,16.19,17596783,284869469.6,6944,4210213,23.93,-2.727272727272722,Negative,15.163151078847415,15.846428571428559,16.5297060640097
2018-07-06,GMRINFRA,EQ,16.05,16.15,16.4,16.0,16.3,16.25,16.27,17497591,284641915.3,12738,2189777,12.51,1.2461059190031154,Positive,15.154904605739736,15.871428571428558,16.58795253711738
2018-07-09,GMRINFRA,EQ,16.25,16.35,16.5,16.15,16.4,16.3,16.36,21127173,345590865.45,28342,6154935,29.13,0.3076923076923199,Slight or No change,15.199900537326712,15.924999999999986,16.65009946267326
2018-07-10,GMRINFRA,EQ,16.3,16.35,17.15,16.35,17.1,17.05,16.8,42613445,715845994.75,28263,14927836,35.03,4.601226993865026,Among top gainers,15.08585586945338,16.01785714285713,16.94985841626088
2018-07-11,GMRINFRA,EQ,17.05,17.05,17.45,16.75,17.05,17.05,17.16,40824537,700347931.65,37493,12217139,29.93,0.0,Slight or No change,15.015499992193822,16.09642857142856,17.177357150663298
2018-07-12,GMRINFRA,EQ,17.05,17.35,18.75,17.1,18.05,18.0,18.07,76809684,1387724860.55,52598,18467762,24.04,5.5718475073313725,Among top gainers,14.758548594611097,16.239285714285703,17.72002283396031
2018-07-13,GMRINFRA,EQ,18.0,18.2,18.25,17.35,17.85,17.8,17.69,46484856,822154898.25,31924,11677323,25.12,-1.1111111111111072,Negative,14.685872609409287,16.371428571428563,18.05698453344784
2018-07-16,GMRINFRA,EQ,17.8,17.8,18.1,17.4,17.45,17.55,17.78,38774298,689316814.45,24445,16989638,43.82,-1.4044943820224698,Negative,14.667952452662737,16.464285714285705,18.260618975908674
2018-07-17,GMRINFRA,EQ,17.55,17.55,18.3,17.45,18.15,18.2,18.02,28710041,517347615.65,30782,8148399,28.38,3.7037037037036984,Among top gainers,14.706965101861401,16.64999999999999,18.59303489813858
2018-07-18,GMRINFRA,EQ,18.2,18.3,18.4,17.65,18.0,18.0,18.01,44093411,793973472.2,38546,10335422,23.44,-1.098901098901095,Negative,14.957813170700307,16.846428571428564,18.73504397215682
2018-07-19,GMRINFRA,EQ,18.0,18.05,18.3,17.7,18.0,18.0,18.02,35286322,635933729.4,23987,8074282,22.88,0.0,Slight or No change,15.28421456892591,17.039285714285704,18.794356859645497
2018-07-20,GMRINFRA,EQ,18.0,18.05,18.25,17.8,17.85,17.85,17.99,44841997,806888291.1,14797,30393278,67.78,-0.8333333333333304,Slight negative,15.537205135729895,17.185714285714276,18.834223435698657
2018-07-23,GMRINFRA,EQ,17.85,17.85,18.45,17.8,18.25,18.3,18.11,72466833,1312436975.9,23029,43555018,60.1,2.521008403361336,Positive,15.752887220397676,17.34999999999999,18.947112779602307
2018-07-24,GMRINFRA,EQ,18.3,18.4,19.5,18.1,18.7,18.7,18.66,66494233,1240512847.0,33926,21570105,32.44,2.1857923497267784,Positive,15.838953076914907,17.507142857142846,19.175332637370783
2018-07-25,GMRINFRA,EQ,18.7,18.7,18.75,18.0,18.15,18.1,18.4,20592593,378833478.3,16595,4565759,22.17,-3.2085561497326114,Among top losers,16.18887703371307,17.653571428571418,19.118265823429766
2018-07-26,GMRINFRA,EQ,18.1,18.1,18.55,17.7,17.85,17.85,18.06,35892530,648385020.8,30250,8425541,23.47,-1.3812154696132617,Negative,16.545245094912243,17.767857142857135,18.990469190802028
2018-07-27,GMRINFRA,EQ,17.85,17.85,18.35,17.85,18.0,18.0,18.02,19920494,358968996.5,14409,7154443,35.91,0.8403361344537785,Slight positive,17.003345473699532,17.889285714285705,18.77522595487188
2018-07-30,GMRINFRA,EQ,18.0,18.0,18.2,17.9,18.05,18.0,18.03,23439187,422630672.35,16656,8654786,36.92,0.0,Slight or No change,17.214116671811748,17.95714285714285,18.70016904247395
2018-07-31,GMRINFRA,EQ,18.0,18.05,18.15,17.3,17.8,17.75,17.81,26436578,470787075.0,13893,7704466,29.14,-1.388888888888884,Negative,17.45821783373942,18.007142857142846,18.556067880546273
2018-08-01,GMRINFRA,EQ,17.75,17.9,18.25,17.7,18.0,18.0,17.92,25357253,454426719.45,15091,9520728,37.55,1.4084507042253502,Positive,17.45821783373942,18.007142857142846,18.556067880546273
2018-08-02,GMRINFRA,EQ,18.0,18.0,18.55,17.85,18.25,18.25,18.18,29704134,540035063.25,12617,6362020,21.42,1.388888888888884,Positive,17.489910444717665,18.039285714285704,18.588660983853742
2018-08-03,GMRINFRA,EQ,18.25,18.3,18.5,17.75,17.95,17.95,18.13,31528688,571762560.5,25909,6657469,21.12,-1.6438356164383603,Negative,17.591319723457897,18.06785714285713,18.54439456225636
2018-08-06,GMRINFRA,EQ,17.95,18.05,18.2,17.9,18.05,18.0,18.01,9552041,172010241.2,8150,3820867,40.0,0.278551532033422,Slight or No change,17.58213453220827,18.053571428571416,18.525008324934564
2018-08-07,GMRINFRA,EQ,18.0,18.05,18.15,17.55,17.95,17.95,17.87,18829364,336459343.25,13484,6231809,33.1,-0.2777777777777768,Slight or No change,17.57606394459256,18.049999999999986,18.523936055407415
2018-08-08,GMRINFRA,EQ,17.95,18.0,18.1,17.75,17.9,17.85,17.9,9762026,174779308.2,5407,2331977,23.89,-0.557103064066844,Slight negative,17.553838146922235,18.039285714285704,18.524733281649173
2018-08-09,GMRINFRA,EQ,17.85,17.9,18.95,17.8,18.65,18.6,18.38,49022365,901220933.8,19233,15276222,31.16,4.201680672268915,Among top gainers,17.536969574179118,18.092857142857135,18.64874471153515
2018-08-10,GMRINFRA,EQ,18.6,18.6,18.75,17.75,17.85,17.9,18.06,29922715,540528325.2,14310,8174476,27.32,-3.7634408602150726,Among top losers,17.51316298409212,18.064285714285706,18.615408444479293
2018-08-13,GMRINFRA,EQ,17.9,17.75,17.95,17.5,17.85,17.75,17.79,14139447,251488061.65,6657,4092191,28.94,-0.8379888268156388,Slight negative,17.560601707932488,17.996428571428563,18.432255434924638
2018-08-14,GMRINFRA,EQ,17.75,17.8,17.95,17.75,17.75,17.85,17.86,13591781,242746979.4,6959,4020741,29.58,0.5633802816901401,Slight positive,17.540543881643256,17.97857142857142,18.416598975499586
2018-08-16,GMRINFRA,EQ,17.85,17.55,18.3,17.25,17.55,17.65,17.84,36180461,645300802.2,17375,9666733,26.72,-1.1204481792717271,Negative,17.496182222394594,17.964285714285708,18.432389206176822
2018-08-17,GMRINFRA,EQ,17.65,17.75,19.35,17.75,19.2,19.1,18.81,99608947,1873337857.75,47452,14825345,14.88,8.215297450424952,Bear drop,17.275386629410036,18.042857142857137,18.81032765630424
2018-08-20,GMRINFRA,EQ,19.1,19.2,20.4,19.1,20.05,20.05,19.78,63737312,1260823901.2,37153,8497805,13.33,4.9738219895287825,Among top gainers,16.871841468535965,18.18928571428571,19.506729960035454
2018-08-21,GMRINFRA,EQ,20.05,20.15,20.25,19.5,19.7,19.75,19.82,28786086,570649146.3,34207,4328857,15.04,-1.4962593516209544,Negative,16.803137578258276,18.332142857142852,19.861148136027428
2018-08-23,GMRINFRA,EQ,19.75,19.7,20.1,19.3,19.5,19.45,19.57,15359561,300622682.45,23076,2178590,14.18,-1.51898734177216,Negative,16.81023041861576,18.43571428571428,20.0611981528128
2018-08-24,GMRINFRA,EQ,19.45,19.5,19.6,18.9,19.1,19.15,19.16,17910593,343235412.75,21438,3144022,17.55,-1.5424164524421635,Negative,16.835437225344442,18.499999999999993,20.164562774655543
2018-08-27,GMRINFRA,EQ,19.15,19.2,19.4,18.85,19.3,19.2,19.16,14094428,270074246.0,7049,2699987,19.16,0.2610966057441377,Slight or No change,16.917723307697,18.589285714285705,20.26084812087441
2018-08-28,GMRINFRA,EQ,19.2,19.15,19.4,18.6,19.05,19.05,19.01,35530486,675264178.05,14501,14447441,40.66,-0.7812499999999889,Slight negative,17.01251343931818,18.664285714285707,20.316057989253235
2018-08-29,GMRINFRA,EQ,19.05,19.0,20.0,18.9,19.95,19.75,19.44,46911503,912167493.5,18597,21710300,46.28,3.674540682414684,Among top gainers,17.10085916920088,18.792857142857137,20.484855116513394
2018-08-30,GMRINFRA,EQ,19.75,19.9,20.25,19.55,20.0,20.0,20.0,35917262,718403881.9,15608,9173914,25.54,1.265822784810133,Positive,17.232923712638065,18.946428571428562,20.65993343021906
2018-08-31,GMRINFRA,EQ,20.0,20.0,21.25,19.75,21.0,21.1,20.58,57083989,1175060301.35,26400,9797441,17.16,5.500000000000017,Among top gainers,17.078332915727156,19.124999999999993,21.17166708427283
2018-09-03,GMRINFRA,EQ,21.1,21.05,21.5,20.05,20.1,20.25,20.89,42973913,897542712.95,22451,5276046,12.28,-4.028436018957349,Among top losers,17.294066299580994,19.292857142857137,21.29164798613328
2018-09-04,GMRINFRA,EQ,20.25,20.1,20.35,19.05,19.35,19.25,19.59,31379534,614738007.1,18625,3560480,11.35,-4.938271604938271,Among top losers,17.607279677739474,19.399999999999995,21.192720322260516
2018-09-05,GMRINFRA,EQ,19.25,19.4,19.7,18.8,19.5,19.55,19.32,33904665,655032680.1,16191,3035704,8.95,1.5584415584415592,Positive,17.966429543126075,19.521428571428565,21.076427599731055
2018-09-06,GMRINFRA,EQ,19.55,19.5,19.75,19.1,19.15,19.25,19.35,15220670,294509548.35,12175,2009158,13.2,-1.534526854219953,Negative,18.492554984998545,19.63571428571428,20.778873586430013
2018-09-07,GMRINFRA,EQ,19.25,19.2,19.6,18.9,19.25,19.35,19.25,15742882,303059030.8,7299,1532860,9.74,0.5194805194805197,Slight positive,18.539007501624003,19.65357142857142,20.76813535551884
2018-09-10,GMRINFRA,EQ,19.35,19.25,19.45,18.55,18.6,18.65,18.95,17712387,335652900.45,8695,2520010,14.23,-3.617571059431535,Among top losers,18.344971293822965,19.55357142857142,20.762171563319875
2018-09-11,GMRINFRA,EQ,18.65,18.65,18.95,18.0,18.1,18.05,18.45,14728984,271806994.65,11055,2771616,18.82,-3.2171581769436908,Among top losers,17.989598554206623,19.43214285714285,20.874687160079077
2018-09-12,GMRINFRA,EQ,18.05,18.1,18.2,17.4,17.95,18.0,17.81,19264039,343119726.1,10611,2388339,12.4,-0.27700831024931594,Slight or No change,17.695869898678712,19.328571428571422,20.961272958464132
2018-09-14,GMRINFRA,EQ,18.0,18.0,18.55,18.0,18.5,18.5,18.37,10736829,197287820.25,6453,1572685,14.65,2.777777777777768,Positive,17.591623072326108,19.28214285714285,20.972662641959595
2018-09-17,GMRINFRA,EQ,18.5,18.5,19.05,18.15,18.4,18.45,18.57,14288025,265292777.95,8655,2317551,16.22,-0.2702702702702786,Slight or No change,17.48029126896221,19.228571428571424,20.97685158818064
2018-09-18,GMRINFRA,EQ,18.45,18.5,18.7,17.6,17.9,17.7,18.08,16301502,294722309.05,9100,2420945,14.85,-4.065040650406504,Among top losers,17.201974613038423,19.13214285714285,21.062311101247275
2018-09-19,GMRINFRA,EQ,17.7,17.9,18.15,17.6,17.7,17.75,17.83,15544954,277165231.1,7242,3133047,20.15,0.28248587570622874,Slight or No change,16.962473677374845,18.989285714285707,21.01609775119657
2018-09-21,GMRINFRA,EQ,17.75,17.8,17.95,15.1,16.35,16.2,16.44,50693970,833177722.25,19974,15243405,30.07,-8.732394366197184,Bull run,16.295014837802064,18.717857142857135,21.140699447912205
2018-09-24,GMRINFRA,EQ,16.2,16.75,17.6,16.05,16.7,16.7,16.86,52152659,879331772.1,28014,16443833,31.53,3.0864197530864117,Among top gainers,16.178378511882336,18.403571428571418,20.6287643452605
2018-09-25,GMRINFRA,EQ,16.7,16.8,17.35,16.35,16.8,16.85,16.84,50141249,844453587.7,21209,13175954,26.28,0.8982035928143839,Slight positive,16.065232490030116,18.160714285714278,20.25619608139844
2018-09-26,GMRINFRA,EQ,16.85,17.0,17.65,16.75,17.5,17.55,17.1,57740082,987516270.95,16502,33041700,57.22,4.154302670623133,Among top gainers,16.020078493072994,18.039285714285707,20.05849293549842
2018-09-27,GMRINFRA,EQ,17.55,17.4,17.5,16.65,16.85,16.8,17.0,31565495,536529650.9,13101,5905266,18.71,-4.273504273504268,Among top losers,15.92418085923906,17.842857142857135,19.761533426475207
2018-09-28,GMRINFRA,EQ,16.8,17.0,17.05,15.8,16.0,16.2,16.42,48901093,802919800.6,26892,17684530,36.16,-3.571428571428581,Among top losers,15.70196153884621,17.624999999999993,19.548038461153777
2018-10-01,GMRINFRA,EQ,16.2,16.15,17.2,15.25,17.0,17.05,16.39,45594193,747231035.6,24100,15512556,34.02,5.246913580246916,Among top gainers,15.796993445859577,17.46071428571428,19.12443512556898
2018-10-03,GMRINFRA,EQ,17.05,17.0,17.55,16.3,16.55,16.7,16.97,35690004,605718853.95,15095,4149677,11.63,-2.052785923753675,Negative,15.76346427554353,17.321428571428566,18.8793928673136
2018-10-04,GMRINFRA,EQ,16.7,16.35,16.85,15.95,16.15,16.25,16.44,50528710,830498540.1,17375,15846273,31.36,-2.6946107784431077,Negative,15.59725880181579,17.192857142857132,18.788455483898474
2018-10-05,GMRINFRA,EQ,16.25,16.25,16.65,15.75,15.75,15.95,16.14,27086960,437170444.05,11915,7571513,27.95,-1.846153846153853,Negative,15.394639664392795,17.04642857142856,18.698217478464326
2018-10-08,GMRINFRA,EQ,15.95,16.1,16.35,15.25,16.0,15.75,15.79,43062873,680154009.95,22013,10467344,24.31,-1.253918495297801,Negative,15.291401023601447,16.84999999999999,18.408598976398537
2018-10-09,GMRINFRA,EQ,15.75,15.95,16.2,15.5,15.65,15.7,15.82,22345808,353465950.85,10459,2441993,10.93,-0.31746031746032743,Slight or No change,15.281619262039154,16.653571428571418,18.02552359510368
2018-10-10,GMRINFRA,EQ,15.7,15.8,16.55,15.75,16.45,16.4,16.17,25369650,410168770.05,9757,3788261,14.93,4.458598726114649,Among top gainers,15.324604649408961,16.560714285714276,17.79682392201959
2018-10-11,GMRINFRA,EQ,16.4,15.95,16.5,15.75,15.9,15.85,16.04,25160028,403474060.45,11678,4497151,17.87,-3.3536585365853577,Among top losers,15.343868114499436,16.42499999999999,17.506131885500544
2018-10-12,GMRINFRA,EQ,15.85,15.95,16.85,15.95,16.5,16.6,16.56,26687874,441891494.5,12130,6223491,23.32,4.7318611987381844,Among top gainers,15.376921149151192,16.45357142857142,17.530221707991647
2018-10-15,GMRINFRA,EQ,16.6,16.55,16.7,16.25,16.65,16.6,16.55,12084768,199993136.85,5006,900814,7.45,0.0,Slight or No change,15.37550927854606,16.446428571428562,17.517347864311066
2018-10-16,GMRINFRA,EQ,16.6,16.55,16.8,16.4,16.45,16.5,16.61,16365479,271841815.65,4959,7920949,48.4,-0.6024096385542244,Slight negative,15.375032348697957,16.421428571428564,17.46782479415917
2018-10-17,GMRINFRA,EQ,16.5,16.6,16.9,15.55,15.75,15.7,16.11,25969831,418329949.5,9989,5127258,19.74,-4.8484848484848575,Among top losers,15.401610642557955,16.289285714285704,17.176960786013453
2018-10-19,GMRINFRA,EQ,15.7,15.85,16.0,15.3,15.75,15.7,15.71,26992033,424177043.85,20143,5082831,18.83,0.0,Slight or No change,15.323039213986524,16.210714285714275,17.098389357442024
2018-10-22,GMRINFRA,EQ,15.7,15.95,16.1,15.6,15.85,15.85,15.88,30931918,491258790.6,19220,7261843,23.48,0.9554140127388644,Slight positive,15.277267960786624,16.185714285714276,17.09416061064193
2018-10-23,GMRINFRA,EQ,15.85,15.75,16.15,15.4,16.0,16.0,15.79,37753106,596071791.5,21338,10379729,27.49,0.9463722397476282,Slight positive,15.347947488578331,16.110714285714273,16.873481082850216
2018-10-24,GMRINFRA,EQ,16.0,16.15,16.2,15.8,16.0,15.95,15.98,14442353,230718361.0,5289,1351089,9.36,-0.31250000000000444,Slight or No change,15.371176786152969,16.057142857142846,16.743108928132724
2018-10-25,GMRINFRA,EQ,15.95,15.85,16.3,15.5,15.6,15.65,15.8,33158326,523877353.25,12715,8565619,25.83,-1.8808777429467072,Negative,15.305626556299549,16.014285714285702,16.722944872271857
2018-10-26,GMRINFRA,EQ,15.65,15.65,15.8,15.15,15.55,15.5,15.5,29213279,452750352.25,13860,4625268,15.83,-0.9584664536741228,Slight negative,15.221973703035035,15.982142857142847,16.742312011250657
2018-10-29,GMRINFRA,EQ,15.5,15.7,16.25,15.4,16.1,16.15,15.91,17866535,284284029.0,7926,3451868,19.32,4.193548387096756,Among top gainers,15.25809979513599,16.010714285714275,16.76332877629256
2018-10-30,GMRINFRA,EQ,16.15,16.2,16.65,16.05,16.45,16.45,16.41,20157795,330874615.45,7685,3534003,17.53,1.8575851393188847,Positive,15.300259364127479,16.064285714285706,16.828312064443935
2018-10-31,GMRINFRA,EQ,16.45,16.6,17.0,16.25,16.8,16.85,16.63,24681892,410573094.75,8792,3881346,15.73,2.4316109422492627,Positive,15.239363556648307,16.09642857142856,16.953493586208815
2018-11-01,GMRINFRA,EQ,16.85,16.85,17.2,16.7,17.1,17.05,17.04,19094399,325360564.15,8750,2515501,13.17,1.186943620178038,Positive,15.200302244308553,16.182142857142846,17.16398346997714
2018-11-02,GMRINFRA,EQ,17.05,17.2,17.75,16.8,17.0,16.95,17.27,37025749,639589764.85,11228,14921279,40.3,-0.5865102639296293,Slight negative,15.163585964103078,16.20714285714285,17.25069975018262
2018-11-05,GMRINFRA,EQ,16.95,16.95,17.25,16.55,16.9,16.95,16.78,26701453,448166126.25,8443,11590921,43.41,0.0,Slight or No change,15.132767410070192,16.232142857142847,17.331518304215503
2018-11-06,GMRINFRA,EQ,16.95,17.05,17.1,16.3,16.45,16.4,16.58,24594507,407723791.65,6683,14050749,57.13,-3.244837758112096,Among top losers,15.131839444546298,16.22499999999999,17.318160555453684
2018-11-07,GMRINFRA,EQ,16.4,16.6,16.65,16.5,16.65,16.6,16.61,922428,15323020.45,1992,527965,57.24,1.2195121951219745,Positive,15.223612527675867,16.289285714285704,17.354958900895543
2018-11-09,GMRINFRA,EQ,16.6,16.7,17.0,16.4,16.8,16.8,16.71,12749107,213007761.9,6028,2823267,22.14,1.2048192771084263,Positive,15.327437743060907,16.367857142857137,17.40827654265337
2018-11-12,GMRINFRA,EQ,16.8,16.9,16.95,16.1,16.15,16.15,16.42,25828956,424125053.85,8331,13910233,53.86,-3.869047619047628,Among top losers,15.383014171618305,16.38928571428571,17.39555725695311
2018-11-13,GMRINFRA,EQ,16.15,16.05,16.3,15.65,16.1,15.95,15.85,27891792,442213752.1,8124,15486595,55.52,-1.238390092879249,Negative,15.373155781096129,16.38571428571428,17.39827279033243
2018-11-14,GMRINFRA,EQ,15.95,16.1,16.45,15.9,16.15,16.2,16.17,16300772,263649471.7,6960,4591906,28.17,1.567398119122254,Positive,15.41559425216565,16.40357142857142,17.391548604977192
2018-11-15,GMRINFRA,EQ,16.2,16.2,16.3,15.75,16.15,16.15,16.01,12238245,195907053.8,6206,3272812,26.74,-0.3086419753086433,Slight or No change,15.536147108832944,16.439285714285706,17.34242431973847
2018-11-16,GMRINFRA,EQ,16.15,16.2,16.4,16.0,16.1,16.05,16.18,11952964,193341634.15,5958,3703947,30.99,-0.6191950464396134,Slight negative,15.714257472022384,16.47857142857142,17.242885385120456
2018-11-19,GMRINFRA,EQ,16.05,16.05,16.6,16.0,16.5,16.45,16.31,11356757,185255398.05,5385,5011213,44.13,2.492211838006231,Positive,15.7588989480303,16.499999999999993,17.241101051969686
2018-11-20,GMRINFRA,EQ,16.45,16.7,17.1,16.15,16.25,16.25,16.62,24709162,410719880.7,12544,8764282,35.47,-1.2158054711246202,Negative,15.732844318978318,16.485714285714277,17.238584252450238
2018-11-21,GMRINFRA,EQ,16.25,16.25,17.15,16.2,16.45,16.45,16.63,27752767,461558089.1,12945,10564748,38.07,1.2307692307692353,Positive,15.734054243723332,16.45714285714285,17.180231470562365
2018-11-22,GMRINFRA,EQ,16.45,16.65,16.75,16.05,16.05,16.1,16.29,21083695,343428957.3,11939,9628079,45.67,-2.1276595744680766,Negative,15.730407213254827,16.389285714285705,17.048164215316586
2018-11-26,GMRINFRA,EQ,16.1,16.15,16.25,15.75,16.15,16.15,16.0,20549708,328773871.2,10307,6018510,29.29,0.3105590062111529,Slight or No change,15.748247262079925,16.33214285714285,16.916038452205772
2018-11-27,GMRINFRA,EQ,16.15,16.15,16.45,15.95,16.4,16.4,16.25,17919934,291287183.2,8459,4697762,26.22,1.5479876160990669,Positive,15.82569361876565,16.292857142857137,16.760020666948627
2018-11-28,GMRINFRA,EQ,16.4,16.4,16.5,15.9,16.05,16.0,16.11,19549789,314917506.15,7347,4607896,23.57,-2.439024390243893,Negative,15.776861445724697,16.26428571428571,16.751709982846723
2018-11-29,GMRINFRA,EQ,16.0,16.15,16.3,15.85,15.95,16.0,16.03,25973292,416356517.8,9399,6652277,25.61,0.0,Slight or No change,15.756150679751626,16.221428571428564,16.686706463105505
2018-11-30,GMRINFRA,EQ,16.0,16.05,16.2,15.9,16.2,16.1,16.07,12399604,199234380.5,6443,4683360,37.77,0.6250000000000089,Slight positive,15.843933919178228,16.171428571428564,16.4989232236789
2018-12-03,GMRINFRA,EQ,16.1,16.2,16.55,16.0,16.4,16.4,16.26,13507202,219674903.75,5120,4391214,32.51,1.8633540372670727,Positive,15.840268255104926,16.189285714285706,16.538303173466485
2018-12-04,GMRINFRA,EQ,16.4,16.35,16.4,16.0,16.1,16.1,16.17,8037366,129998799.0,4299,1809285,22.51,-1.8292682926829065,Negative,15.874187406391846,16.199999999999992,16.525812593608137
2018-12-05,GMRINFRA,EQ,16.1,16.05,16.05,15.45,15.6,15.55,15.7,15765618,247539575.85,9245,5009968,31.78,-3.4161490683229823,Among top losers,15.67726466621343,16.15357142857142,16.629878190929414
2018-12-06,GMRINFRA,EQ,15.55,15.6,15.65,15.1,15.2,15.45,15.37,28591828,439448740.6,12388,9704347,33.94,-0.6430868167202619,Slight negative,15.49660636087278,16.10357142857142,16.71053649627006
2018-12-07,GMRINFRA,EQ,15.45,15.4,15.4,15.15,15.2,15.2,15.25,7977983,121674273.35,7219,1908708,23.92,-1.6181229773462813,Negative,15.26641838618861,16.042857142857134,16.819295899525656
2018-12-10,GMRINFRA,EQ,15.2,15.0,15.15,14.75,14.85,14.85,14.96,10499288,157089909.6,7632,4072030,38.78,-2.3026315789473677,Negative,14.962441730546143,15.92857142857142,16.894701126596697
